2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'adoption-of-the-budget-resolution=y', 'duty-free-exports=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9271523178807947 | Consequent Support: 0.5632183908045977 | Support: 0.3218390804597701 | Lift: 1.6461684011352886
{'el-salvador-aid=y', 'crime=y', 'anti-satellite-test-ban=n'} --> {'aid-to-nicaraguan-contras=n'} | Confidence: 0.9266666666666666 | Consequent Support: 0.4091954022988506 | Support: 0.3195402298850575 | Lift: 2.2646067415730333
{'el-salvador-aid=y', 'anti-satellite-test-ban=n', 'aid-to-nicaraguan-contras=n'} --> {'crime=y'} | Confidence: 0.9520547945205479 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.6699348210340255
{'crime=y', 'anti-satellite-test-ban=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9928571428571429 | Consequent Support: 0.48735632183908045 | Support: 0.3195402298850575 | Lift: 2.0372304582210243
{'anti-satellite-test-ban=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.4459770114942529 | Support: 0.3195402298850575 | Lift: 2.0917802532346226
{'superfund-right-to-sue=y', 'religious-groups-in-schools=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9788732394366196 | Consequent Support: 0.48735632183908045 | Support: 0.3195402298850575 | Lift: 2.0085370714855166
{'superfund-right-to-sue=y', 'el-salvador-aid=y', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9520547945205479 | Consequent Support: 0.6252873563218391 | Support: 0.3195402298850575 | Lift: 1.522587630942788
{'superfund-right-to-sue=y', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y', 'el-salvador-aid=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.4528735632183908 | Support: 0.3195402298850575 | Lift: 2.0599257316117607
{'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9266666666666666 | Consequent Support: 0.5816091954022988 | Support: 0.3195402298850575 | Lift: 1.593280632411067
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9520547945205479 | Consequent Support: 0.5563218390804597 | Support: 0.3195402298850575 | Lift: 1.7113381637042906
{'adoption-of-the-budget-resolution=n', 'mx-missile=n'} --> {'crime=y'} | Confidence: 0.9520547945205479 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.6699348210340255
{'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'Class Name=democrat'} | Confidence: 0.9928571428571429 | Consequent Support: 0.6137931034482759 | Support: 0.3195402298850575 | Lift: 1.6175762439807384
{'aid-to-nicaraguan-contras=y', 'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9928571428571429 | Consequent Support: 0.5678160919540229 | Support: 0.3195402298850575 | Lift: 1.748554077501446
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9788732394366196 | Consequent Support: 0.5563218390804597 | Support: 0.3195402298850575 | Lift: 1.7595448725410312
{'aid-to-nicaraguan-contras=y', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9586206896551724 | Consequent Support: 0.5632183908045977 | Support: 0.3195402298850575 | Lift: 1.7020408163265308
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.972027972027972 | Consequent Support: 0.5011494252873563 | Support: 0.3195402298850575 | Lift: 1.939597100147559
{'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.972027972027972 | Consequent Support: 0.4850574712643678 | Support: 0.3195402298850575 | Lift: 2.003943923375203
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9328859060402686 | Consequent Support: 0.4827586206896552 | Support: 0.3195402298850575 | Lift: 1.932406519654842
{'superfund-right-to-sue=y', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9586206896551724 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.681451612903226
{'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9266666666666666 | Consequent Support: 0.4781609195402299 | Support: 0.3195402298850575 | Lift: 1.9379807692307691
{'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9788732394366196 | Consequent Support: 0.5563218390804597 | Support: 0.3195402298850575 | Lift: 1.7595448725410312
{'crime=n', 'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3195402298850575 | Lift: 1.6292134831460674
{'crime=n', 'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9520547945205479 | Consequent Support: 0.4781609195402299 | Support: 0.3195402298850575 | Lift: 1.9910761327713382
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9858156028368795 | Consequent Support: 0.5678160919540229 | Support: 0.3195402298850575 | Lift: 1.7361529847532091
{'crime=n', 'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.5494252873563218 | Support: 0.3195402298850575 | Lift: 1.6979304147594847
{'crime=n', 'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9520547945205479 | Consequent Support: 0.45977011494252873 | Support: 0.3195402298850575 | Lift: 2.0707191780821916
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9858156028368795 | Consequent Support: 0.5632183908045977 | Support: 0.3195402298850575 | Lift: 1.7503256621797658
{'crime=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9391891891891893 | Consequent Support: 0.4482758620689655 | Support: 0.3195402298850575 | Lift: 2.0951143451143452
{'crime=n', 'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9328859060402686 | Consequent Support: 0.45977011494252873 | Support: 0.3195402298850575 | Lift: 2.029026845637584
{'crime=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} | Confidence: 0.9144736842105263 | Consequent Support: 0.4528735632183908 | Support: 0.3195402298850575 | Lift: 2.0192693026983703
{'crime=n', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9391891891891893 | Consequent Support: 0.4459770114942529 | Support: 0.3195402298850575 | Lift: 2.105913903594316
{'crime=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9084967320261439 | Consequent Support: 0.4482758620689655 | Support: 0.3195402298850575 | Lift: 2.026646556058321
{'superfund-right-to-sue=y', 'handicapped-infants=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9266666666666666 | Consequent Support: 0.6252873563218391 | Support: 0.3195402298850575 | Lift: 1.481985294117647
{'religious-groups-in-schools=y', 'crime=y', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 0.9928571428571429 | Consequent Support: 0.4068965517241379 | Support: 0.3195402298850575 | Lift: 2.440072639225182
{'religious-groups-in-schools=y', 'crime=y', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9205298013245033 | Consequent Support: 0.38620689655172413 | Support: 0.3195402298850575 | Lift: 2.3835146641438034
{'religious-groups-in-schools=y', 'Class Name=republican', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9455782312925171 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.658574720210665
{'religious-groups-in-schools=y', 'Class Name=republican'} --> {'crime=y', 'physician-fee-freeze=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.38620689655172413 | Support: 0.3195402298850575 | Lift: 2.4155081495685526
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'handicapped-infants=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3195402298850575 | Lift: 1.6292134831460674
{'physician-fee-freeze=n', 'Class Name=democrat', 'handicapped-infants=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.5816091954022988 | Support: 0.3195402298850575 | Lift: 1.603973791017853
{'handicapped-infants=y', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9788732394366196 | Consequent Support: 0.5678160919540229 | Support: 0.3195402298850575 | Lift: 1.7239265552831158
{'physician-fee-freeze=n', 'handicapped-infants=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9266666666666666 | Consequent Support: 0.5310344827586206 | Support: 0.3195402298850575 | Lift: 1.7450216450216451
{'handicapped-infants=y', 'adoption-of-the-budget-resolution=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9205298013245033 | Consequent Support: 0.5632183908045977 | Support: 0.3195402298850575 | Lift: 1.6344100554128937
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.5494252873563218 | Support: 0.3195402298850575 | Lift: 1.6979304147594847
{'el-salvador-aid=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9652777777777778 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.6931283602150538
{'crime=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9586206896551724 | Consequent Support: 0.48735632183908045 | Support: 0.3195402298850575 | Lift: 1.9669811320754718
{'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.9266666666666666 | Consequent Support: 0.4459770114942529 | Support: 0.3195402298850575 | Lift: 2.0778350515463915
{'duty-free-exports=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9858156028368795 | Consequent Support: 0.6137931034482759 | Support: 0.3195402298850575 | Lift: 1.6061040720376127
{'el-salvador-aid=y', 'anti-satellite-test-ban=n', 'mx-missile=n'} --> {'aid-to-nicaraguan-contras=n'} | Confidence: 0.9266666666666666 | Consequent Support: 0.4091954022988506 | Support: 0.3195402298850575 | Lift: 2.2646067415730333
{'el-salvador-aid=y', 'anti-satellite-test-ban=n', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9520547945205479 | Consequent Support: 0.4735632183908046 | Support: 0.3195402298850575 | Lift: 2.0104069690118362
{'anti-satellite-test-ban=n', 'mx-missile=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9788732394366196 | Consequent Support: 0.48735632183908045 | Support: 0.3195402298850575 | Lift: 2.0085370714855166
{'anti-satellite-test-ban=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'mx-missile=n'} | Confidence: 0.9328859060402686 | Consequent Support: 0.42298850574712643 | Support: 0.3195402298850575 | Lift: 2.205463962649548
{'crime=n', 'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9520547945205479 | Consequent Support: 0.4781609195402299 | Support: 0.3195402298850575 | Lift: 1.9910761327713382
{'crime=n', 'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.5494252873563218 | Support: 0.3195402298850575 | Lift: 1.6979304147594847
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9858156028368795 | Consequent Support: 0.5678160919540229 | Support: 0.3195402298850575 | Lift: 1.7361529847532091
{'crime=n', 'anti-satellite-test-ban=y'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9391891891891893 | Consequent Support: 0.4482758620689655 | Support: 0.3195402298850575 | Lift: 2.0951143451143452
{'crime=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} | Confidence: 0.9084967320261439 | Consequent Support: 0.4528735632183908 | Support: 0.3195402298850575 | Lift: 2.0060714641186426
{'religious-groups-in-schools=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9144736842105263 | Consequent Support: 0.5494252873563218 | Support: 0.3195402298850575 | Lift: 1.6644186302576527
{'physician-fee-freeze=n', 'handicapped-infants=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9266666666666666 | Consequent Support: 0.5816091954022988 | Support: 0.3195402298850575 | Lift: 1.593280632411067
{'handicapped-infants=y', 'adoption-of-the-budget-resolution=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9205298013245033 | Consequent Support: 0.5678160919540229 | Support: 0.3195402298850575 | Lift: 1.6211759658953806
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9788732394366196 | Consequent Support: 0.6137931034482759 | Support: 0.3195402298850575 | Lift: 1.5947934799810095
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'mx-missile=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9205298013245033 | Consequent Support: 0.4781609195402299 | Support: 0.3195402298850575 | Lift: 1.9251464595007644
{'education-spending=n', 'Class Name=democrat', 'mx-missile=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9144736842105263 | Consequent Support: 0.5816091954022988 | Support: 0.3195402298850575 | Lift: 1.5723164135635532
{'superfund-right-to-sue=y', 'religious-groups-in-schools=y', 'mx-missile=n'} --> {'crime=y'} | Confidence: 0.9328859060402686 | Consequent Support: 0.5701149425287356 | Support: 0.3195402298850575 | Lift: 1.6363119722883743
{'superfund-right-to-sue=y', 'crime=y', 'mx-missile=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9586206896551724 | Consequent Support: 0.6252873563218391 | Support: 0.3195402298850575 | Lift: 1.5330882352941178
{'el-salvador-aid=y', 'duty-free-exports=n', 'mx-missile=n'} --> {'aid-to-nicaraguan-contras=n'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4091954022988506 | Support: 0.31724137931034485 | Lift: 2.2334251060346753
{'el-salvador-aid=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4735632183908046 | Support: 0.31724137931034485 | Lift: 1.9689713985830493
{'duty-free-exports=n', 'mx-missile=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.971830985915493 | Consequent Support: 0.48735632183908045 | Support: 0.31724137931034485 | Lift: 1.9940871644964124
{'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'mx-missile=n'} | Confidence: 0.9078947368421053 | Consequent Support: 0.42298850574712643 | Support: 0.31724137931034485 | Lift: 2.1463815789473686
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9583333333333334 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 2.004206730769231
{'crime=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.92 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.674476987447699
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7592755407068756
{'crime=n', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4689655172413793 | Support: 0.31724137931034485 | Lift: 1.9882750397456284
{'crime=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9019607843137256 | Consequent Support: 0.4827586206896552 | Support: 0.31724137931034485 | Lift: 1.8683473389355745
{'superfund-right-to-sue=y', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9261744966442954 | Consequent Support: 0.4735632183908046 | Support: 0.31724137931034485 | Lift: 1.9557568254381965
{'education-spending=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.971830985915493 | Consequent Support: 0.6137931034482759 | Support: 0.31724137931034485 | Lift: 1.583320145592657
{'education-spending=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9019607843137256 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 1.8863122171945703
{'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'religious-groups-in-schools=y'} | Confidence: 0.92 | Consequent Support: 0.6252873563218391 | Support: 0.31724137931034485 | Lift: 1.4713235294117648
{'duty-free-exports=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9139072847682119 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.5713425647200483
{'adoption-of-the-budget-resolution=y', 'duty-free-exports=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9139072847682119 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.6427672267527778
{'crime=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.31724137931034485 | Lift: 1.6292134831460674
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9583333333333334 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.647727272727273
{'crime=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7592755407068756
{'crime=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9078947368421053 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.6524443955075976
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9583333333333334 | Consequent Support: 0.5310344827586206 | Support: 0.31724137931034485 | Lift: 1.8046536796536798
{'crime=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5011494252873563 | Support: 0.31724137931034485 | Lift: 1.9529572516103848
{'crime=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4942528735632184 | Support: 0.31724137931034485 | Lift: 1.8865493400377125
{'crime=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9078947368421053 | Consequent Support: 0.45977011494252873 | Support: 0.31724137931034485 | Lift: 1.9746710526315792
{'crime=n', 'anti-satellite-test-ban=y'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4666666666666667 | Support: 0.31724137931034485 | Lift: 1.9980694980694984
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.92 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 1.9240384615384616
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9324324324324326 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.6031941031941035
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9857142857142858 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7718417945690674
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9261744966442954 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.6857150880345964
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9019607843137256 | Consequent Support: 0.4689655172413793 | Support: 0.31724137931034485 | Lift: 1.923298731257209
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4942528735632184 | Support: 0.31724137931034485 | Lift: 1.8490682273217312
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4827586206896552 | Support: 0.31724137931034485 | Lift: 1.8930936613055818
{'adoption-of-the-budget-resolution=n', 'religious-groups-in-schools=y'} --> {'mx-missile=n'} | Confidence: 0.9139072847682119 | Consequent Support: 0.4735632183908046 | Support: 0.31724137931034485 | Lift: 1.9298527615251075
{'adoption-of-the-budget-resolution=n', 'mx-missile=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.6252873563218391 | Support: 0.31724137931034485 | Lift: 1.5116337630942789
{'adoption-of-the-budget-resolution=n', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9452054794520548 | Consequent Support: 0.5701149425287356 | Support: 0.31724137931034485 | Lift: 1.6579209014582412
{'physician-fee-freeze=y', 'aid-to-nicaraguan-contras=n'} --> {'crime=y'} | Confidence: 0.9650349650349651 | Consequent Support: 0.5701149425287356 | Support: 0.31724137931034485 | Lift: 1.6927024588314912
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9019607843137256 | Consequent Support: 0.5816091954022988 | Support: 0.31724137931034485 | Lift: 1.5508021390374334
{'education-spending=y', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.48735632183908045 | Support: 0.31724137931034485 | Lift: 2.008229626655962
{'el-salvador-aid=y', 'education-spending=y'} --> {'physician-fee-freeze=y'} | Confidence: 0.9261744966442954 | Consequent Support: 0.4068965517241379 | Support: 0.31724137931034485 | Lift: 2.27619155954954
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.31724137931034485 | Lift: 1.6292134831460674
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9583333333333334 | Consequent Support: 0.4781609195402299 | Support: 0.31724137931034485 | Lift: 2.004206730769231
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5563218390804597 | Support: 0.31724137931034485 | Lift: 1.7592755407068756
{'crime=n', 'Class Name=democrat', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9261744966442954 | Consequent Support: 0.5494252873563218 | Support: 0.31724137931034485 | Lift: 1.6857150880345964
{'crime=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9583333333333334 | Consequent Support: 0.45977011494252873 | Support: 0.31724137931034485 | Lift: 2.084375
{'crime=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9787234042553192 | Consequent Support: 0.5011494252873563 | Support: 0.31724137931034485 | Lift: 1.9529572516103848
{'crime=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9324324324324326 | Consequent Support: 0.4689655172413793 | Support: 0.31724137931034485 | Lift: 1.9882750397456284
{'crime=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.92 | Consequent Support: 0.45977011494252873 | Support: 0.31724137931034485 | Lift: 2.0010000000000003
{'crime=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9078947368421053 | Consequent Support: 0.4827586206896552 | Support: 0.31724137931034485 | Lift: 1.880639097744361
